Language,original,english,czech,german,russian,polish,hungarian,italian,spanish,french,chinese,japanese,portuguese,chinesesimp,
tpm_presentation_text,My name is TheDmitri and I'm the creator of TraderPlus. That mod was created as a challenge to myself and to fill a gap in the current dayz modding gameplay. The main idea behing this mod is simple: You can only buy something that has been sold to the trader previously. In addition with that - price will be dynamic regarding the stock quantity and the state of the product to even more realism. Enjoy the mod dear survivor - it was made so you can try a complete new way of trading in dayz.,My name is TheDmitri and I'm the creator of TraderPlus. That mod was created as a challenge to myself and to fill a gap in the current dayz modding gameplay. The main idea behing this mod is simple: You can only buy something that has been sold to the trader previously. In addition with that - price will be dynamic regarding the stock quantity and the state of the product to even more realism. Enjoy the mod dear survivor - it was made so you can try a complete new way of trading in dayz.,Jmenuji se TheDmitri a jsem tvůrcem TraderPlus. Tento mod byl vytvořen jako výzva pro sebe a pro vyplnění mezery v aktuálním dayz moddingu. Hlavní myšlenka tohoto módu je jednoduchá: Můžete si koupit pouze něco - co bylo dříve prodáno obchodníkovi“. Kromě toho bude cena ještě dynamičtější z hlediska množství na skladě a stavu produktu. Užijte si mod drahý přeživší - byl vytvořen - takže si můžete vyzkoušet zcela nový způsob obchodování v dayz.,Mein Name ist TheDmitri und ich bin der Schöpfer von TraderPlus. Diese Mod wurde als Herausforderung an mich selbst erstellt und um eine Lücke im aktuellen Dayz-Modding-Gameplay zu schließen. Die Grundidee hinter diesem Mod ist einfach: \. Darüber hinaus wird der Preis in Bezug auf die Lagermenge und den Zustand des Produkts dynamisch sein - um noch mehr Realismus zu erzielen. Viel Spaß mit dem Mod - lieber Überlebender - er wurde entwickelt - damit Sie eine völlig neue Art des Handels in dayz ausprobie,"Меня зовут TheDmitri, и я являюсь создателем TraderPlus. Этот мод был создан как вызов самому себе и для того, чтобы заполнить пробел в текущем геймплее моддинга DayZ. Основная идея этого мода проста: Вы можете купить только то, что было продано торговцу ранее. В дополнение к этому - цена будет динамически изменяться в зависимости от количества запасов и состояния товара для еще большего реализма. Наслаждайтесь модом, дорогие выжившие - он был создан для того, чтобы вы могли попробовать совершенно новый способ торговли в Dayz.",Nazywam się TheDmitri i jestem twórcą TraderPlus. Ten mod został stworzony jako wyzwanie dla mnie i aby wypełnić lukę w obecnej rozgrywce dayz modowej. Główna idea tego modu jest prosta: Możesz kupić tylko coś - co zostało wcześniej sprzedane handlarzowi”. Ponadto cena będzie dynamiczna w zależności od stanu magazynowego i stanu produktu - aby uzyskać jeszcze większy realizm. Ciesz się modą - drogi ocalały - został stworzony - abyś mógł wypróbować zupełnie nowy sposób handlu w,A nevem TheDmitri - és én vagyok a TraderPlus alkotója. Ezt a modot kihívásként hoztam létre magamnak - és hogy pótoljam a jelenlegi dayz modding játékmenet hiányosságait. Ennek a modnak a fő ötlete egyszerű: \. Ezenkívül az ár dinamikusabb lesz a készletmennyiség és a termék állapota szempontjából - még realisztikusabban. Élvezze a mod kedves túlélőjét - azért készült - hogy kipróbálhassa a dayz kereskedésének teljesen új módját.,Mi chiamo TheDmitri e sono il creatore di TraderPlus. Quella mod è stata creata come una sfida per me stesso e per colmare una lacuna nell'attuale gameplay di modding di Dayz. L'idea principale alla base di questa mod è semplice: \. Inoltre - il prezzo sarà dinamico rispetto alla quantità di stock e allo stato del prodotto per un realismo ancora maggiore. Goditi la mod caro sopravvissuto - è stata creata in modo che tu possa provare un modo completamente nuovo di fare trading in dayz.,Mi nombre es TheDmitri y soy el creador de TraderPlus. Ese mod fue creado como un desafío para mí mismo y para llenar un vacío en el juego actual de modding de dayz. La idea principal detrás de este mod es simple: solo puede comprar algo que se haya vendido al comerciante anteriormente. Además de eso - el precio será dinámico con respecto a la cantidad de stock y el estado del producto con aún más realismo. Disfruta del mod - querido superviviente - se hizo para que puedas probar una forma completamente nueva de comerciar en dayz.,Je m'appelle TheDmitri et je suis le créateur de TraderPlus. Ce mod a été créé comme un défi pour moi-même et pour combler une lacune dans le gameplay de modding dayz actuel. L'idée principale derrière ce mod est simple : vous ne pouvez acheter que quelque chose qui a déjà été vendu au commerçant. De plus - le prix sera dynamique en fonction de la quantité en stock et de l'état du produit pour encore plus de réalisme. Profitez du mod cher survivant - il a été conçu pour que vous puissiez essayer une toute nouvelle façon de trader en dayz.,我的名字是 TheDmitri - 我是 TraderPlus 的創建者。 該模組是作為對我自己的挑戰而創建的，並填補了當前 dayz 模組遊戲玩法的空白。 這個模組的主要思想很簡單：你只能購買之前賣給交易者的東西。 此外，價格將根據庫存數量和產品狀態動態變化，更加真實。 享受 mod 親愛的倖存者，它的製作是為了讓您可以在 dayz 中嘗試一種全新的交易方式。,私の名前は TheDmitri で、TraderPlus の作成者です。 この mod は、私自身への挑戦として、また現在の dayz modding ゲームプレイのギャップを埋めるために作成されました。 この mod の主なアイデアは単純です。以前にトレーダーに販売されたものだけを購入することができます。 それに伴い、在庫数や商品の状態によって価格が変動し、よりリアルに価格が変動いたします。 モッド親愛なるサバイバーをお楽しみください。それは、dayz でのまったく新しい取引方法を試すことができるように作成されました。,Meu nome é TheDmitri e sou o criador do TraderPlus. Esse mod foi criado como um desafio para mim mesmo e para preencher uma lacuna na jogabilidade atual do dayz modding. A ideia principal por trás deste mod é simples: você só pode comprar algo que foi vendido para o comerciante anteriormente. Além disso - o preço será dinâmico em relação à quantidade em estoque e ao estado do produto com ainda mais realismo. Aproveite o mod caro sobrevivente - ele foi feito para que você possa experimentar uma nova forma de negociação no dayz.,我的名字是 TheDmitri - 我是 TraderPlus 的创建者。 该模组是作为对我自己的挑战而创建的，旨在填补当前 dayz 模组游戏玩法的空白。 这个模组的主要思想很简单：你只能购买之前卖给交易者的东西。 此外，价格将根据库存数量和产品状态动态变化，更加真实。 享受 mod 亲爱的幸存者，它的制作是为了让您可以在 dayz 中尝试一种全新的交易方式。,
tpm_planned_features,Planned Features,Planned Features,Plánované funkce.,Geplante Funktionen.,Планируемые функции.,Planowane funkcje.,Tervezett szolgáltatások.,Funzionalità pianificate.,Funciones planificadas.,Fonctionnalités prévues.,計劃功能.,予定されている機能.,Recursos planejados.,计划功能.,
tpm_support_dev_text,This mod represent +800 hours since developpment started in january 2021. I'm also the creator of ToxicZone - RadZone and RadZoneNukeMission among others small mods. I like making mods and bringing amazing content to dayz. If you want to support me and developpment - you can support me with a one time donation or a regular donation on my patreon !,This mod represent +800 hours since developpment started in january 2021. I'm also the creator of ToxicZone - RadZone and RadZoneNukeMission among others small mods. I like making mods and bringing amazing content to dayz. If you want to support me and developpment - you can support me with a one time donation or a regular donation on my patreon !,Tento mod predstavuje +800 hodin od zahájení vývoje v lednu 2021. Jsem také tvurcem ToxicZone - RadZone a RadZoneNukeMission - mezi jinými malými mody. Líbí se mi delat mody a prinášet úžasný obsah dayz. Pokud me chcete podporovat a rozvíjet - mužete mi pomoci jednorázovým darem nebo pravidelným darem na muj patreon!,Dieser Mod repräsentiert +800 Stunden seit Beginn der Entwicklung im Januar 2021. Ich bin auch der Schöpfer von ToxicZone - RadZone und RadZoneNukeMission unter anderen kleinen Mods. Ich mag es - Mods zu erstellen und tolle Inhalte zu dayz zu bringen. Wenn Sie mich und meine Entwicklung unterstützen möchten - können Sie mich mit einer einmaligen Spende oder einer regelmäßigen Spende auf meinem Patreon unterstützen!,Этот мод представляет собой +800 часов с момента начала разработки в январе 2021 года. Я также являюсь создателем ToxicZone - RadZone и RadZoneNukeMission среди других небольших модов. Мне нравится создавать моды и привносить удивительный контент в DayZ. Если вы хотите поддержать меня и разработку - вы можете поддержать меня разовым пожертвованием или регулярным пожертвованием на моем patreon!,Ten mod reprezentuje ponad 800 godzin od rozpoczecia prac rozwojowych w styczniu 2021 roku. Jestem równiez twórca ToxicZone - RadZone i RadZoneNukeMission miedzy innymi malymi modami. Lubie tworzyc mody i dostarczac niesamowite tresci do dayz. Jesli chcesz mnie wesprzec i rozwijac - mozesz wesprzec mnie jednorazowa darowizna lub regularna darowizna na mojego patrona !,Ez a mod +800 órát jelent a fejlesztés 2021 januárjának megkezdése óta. A ToxicZone - a RadZone és a RadZoneNukeMission alkotója vagyok - többek között a kis modok között is. Szeretek modokat készíteni és elképeszto tartalmat hozni a dayz-be. Ha támogatni akarsz engem és a fejlodést - támogathatsz egyszeri vagy rendszeres adományommal a patreonomon!,Questa mod rappresenta +800 ore dall'inizio dello sviluppo nel gennaio 2021. Sono anche il creatore di ToxicZone - RadZone e RadZoneNukeMission tra le altre piccole mod. Mi piace creare mod e portare contenuti straordinari a Dayz. Se vuoi supportarmi e lo sviluppo - puoi sostenermi con una donazione una tantum o una donazione regolare sul mio patreon!,Este mod representa +800 horas desde que comenzó el desarrollo en enero de 2021. También soy el creador de ToxicZone - RadZone y RadZoneNukeMission - entre otros pequeños mods. Me gusta hacer mods y traer contenido asombroso a Dayz. Si quieres apoyarme y desarrollarme - ¡puedes apoyarme con una donación única o una donación regular en my patreon!,Ce mod représente +800 heures depuis le début du développement en janvier 2021. Je suis également le créateur de ToxicZone - RadZone et RadZoneNukeMission entre autres de petits mods. J'aime créer des mods et apporter du contenu incroyable à dayz. Si vous souhaitez me soutenir et me développer - vous pouvez me soutenir par un don ponctuel ou un don régulier sur mon patreon !,自 2021 年 1 月開始開發以來，此模組代表了 +800 小時。我也是 ToxicZone、RadZone 和 RadZoneNukeMission 以及其他小型模組的創建者。 我喜歡製作模組並為 dayz 帶來精彩的內容。 如果您想支持我和發展，您可以在我的 patreon 上通過一次性捐贈或定期捐贈來支持我！,この mod は、2021 年 1 月に開発が開始されてから +800 時間を表しています。 私は mod を作成し、素晴らしいコンテンツを Dayz に持ち込むのが好きです。 私と開発をサポートしたい場合は、1 回限りの寄付または私の patreon への定期的な寄付で私をサポートできます。,Este mod representa +800 horas desde o início do desenvolvimento em janeiro de 2021. Também sou o criador do ToxicZone - RadZone e RadZoneNukeMission - entre outros pequenos mods. Gosto de fazer mods e trazer conteúdo incrível para o dayz. Se você quiser me apoiar e desenvolver - você pode me apoiar com uma doação única ou uma doação regular no meu patreon!,自 2021 年 1 月开始开发以来，此模组代表了 +800 小时。我也是 ToxicZone、RadZone 和 RadZoneNukeMission 以及其他小型模组的创建者。 我喜欢制作模组并为 dayz 带来精彩的内容。 如果您想支持我和发展，您可以在我的 patreon 上通过一次性捐赠或定期捐赠来支持我！,
tpm_join_trello,Join Trello,Join Trello,Přidejte se k Trello.,Trello beitreten.,Присоединяйтесь к Trello.,Dołącz do Trello.,Csatlakozzon Trellóhoz.,Unisciti a Trello.,Únete a Trello.,Rejoignez Trello.,加入 Trello.,トレロに参加.,Junte-se ao Trello.,加入 Trello.,
tpm_support_dev,Support Development With Your Help !,Support Development With Your Help !,Podpořte vývoj!,Unterstützen Sie die Entwicklung mit Ihrer Hilfe.,Поддержите разработку.,Wspieraj rozwój swoją pomocą.,Támogassa a fejlesztést az Ön segítségével.,Sostieni lo sviluppo con il tuo aiuto.,Apoye el desarrollo con su ayuda.,Soutenez le développement avec votre aide.,在您的幫助下支持開發.,あなたの助けを借りて開発をサポート.,Apoie o desenvolvimento com a sua ajuda.,在您的帮助下支持开发.,
tpm_planned_features_text,This mod has huge potential. That's why I'm planning to constantly provide new features such as a complete banking sytem for player and clan. Roaming trader that will move around the map and follow a path - schedule closing time for trader and of course - improving the mechanics of the trader itself. You're welcome to join the trello dedicated to the developpment of the mod and propose features !,This mod has huge potential. That's why I'm planning to constantly provide new features such as a complete banking sytem for player and clan. Roaming trader that will move around the map and follow a path - schedule closing time for trader and of course - improving the mechanics of the trader itself. You're welcome to join the trello dedicated to the developpment of the mod and propose features !,Tento mod má obrovský potenciál. Proto plánuji neustále poskytovat nové funkce - jako je kompletní bankovní systém pro hráče a klany. Roamingový obchodník - který se bude pohybovat po mapě a bude sledovat cestu - naplánovat uzavírací dobu pro obchodníka a samozřejmě - zdokonalit mechaniku samotného obchodníka. Jste vítáni - abyste se připojili k trello věnovanému vývoji mod a navrhovali funkce!,Dieser Mod hat ein riesiges Potenzial. Deshalb plane ich ständig neue Features wie ein komplettes Banking-System für Spieler und Clan bereitzustellen. Roaming-Händler - der sich auf der Karte bewegt und einem Pfad folgt - Planen Sie die Schließzeit für den Händler und natürlich - verbessern Sie die Mechanik des Händlers selbst. Sie sind herzlich eingeladen - sich dem Trello anzuschließen = das sich der Entwicklung des Mods widmet und Funktionen vorschlägt!,У этого мода огромный потенциал. Вот почему я планирую постоянно предоставлять новые функции, такие, как полная банковская система для игрока и клана. Блуждающий трейдер - который будет перемещаться по карте и следовать по пути - график закрытия для трейдера и, конечно же, улучшать механику самого трейдера. Приглашаем вас присоединиться к trello - посвященному разработке мода, и предлагать новые функции!,Ten mod ma ogromny potencjał. Dlatego planuję stale dostarczać nowe funkcje - takie jak kompletny system bankowy dla gracza i klanu. Wędrujący trader - który będzie poruszał się po mapie i podążał ścieżką - zaplanuj czas zamknięcia dla tradera i oczywiście - poprawi mechanikę samego tradera. Zapraszamy do dołączenia do trello poświęconego rozwojowi moda i proponowania funkcji!,Ennek a modnak hatalmas lehetőségei vannak. Ezért tervezek folyamatosan új funkciókat biztosítani = például egy teljes banki rendszert a játékosok és klánok számára. Barangoló kereskedő - amely mozog a térképen - és követi az utat - ütemezze a kereskedő zárási idejét és természetesen - javítsa maga a kereskedő mechanikáját. Szívesen csatlakozol a mod fejlesztésének szentelt trellóhoz - és javaslatot tesz a funkciókra!,Questa modalità ha un enorme potenziale. Ecco perché ho intenzione di fornire costantemente nuove funzionalità come un sistema bancario completo per giocatore e clan. Commerciante in roaming che si sposterà sulla mappa e seguirà un percorso - programmare l'orario di chiusura per il commerciante e - naturalmente - migliorare la meccanica del commerciante stesso. Ti invitiamo a unirti al trello dedicato allo sviluppo della mod e a proporre funzionalità!,Este mod tiene un gran potencial. Es por eso que planeo proporcionar constantemente nuevas funciones - como un sistema bancario completo para jugadores y clanes. Operador itinerante que se moverá por el mapa y seguirá un camino: programar la hora de cierre para el comerciante y - por supuesto mejorar la mecánica del propio comerciante. = ¡Eres bienvenido a unirte al trello dedicado al desarrollo del mod y proponer funciones!,Ce module a un énorme potentiel. C'est pourquoi je prévois de fournir constamment de nouvelles fonctionnalités telles qu'un système bancaire complet pour le joueur et le clan. Un commerçant itinérant qui se déplacera sur la carte et suivra un chemin - programmer l'heure de fermeture pour le commerçant et bien sûr - améliorer la mécanique du commerçant lui-même. N'hésitez pas à rejoindre le trello dédié au développement du mod et à proposer des fonctionnalités !,這個模組潛力巨大。 這就是為什麼我計劃不斷提供新功能，例如為玩家和部落提供完整的銀行系統。 漫遊交易者將在地圖上移動並遵循路徑 - 為交易者安排關閉時間，當然 - 改善交易者本身的機制。 歡迎您加入致力於 mod 開發的 trello 並提出功能！,この mod には大きな可能性があります。 そのため、プレイヤーとクラン向けの完全な銀行システムなどの新機能を常に提供する予定です。 地図上を移動し、経路をたどるローミングトレーダー - トレーダーの終了時間をスケジュールし、もちろんトレーダー自体のメカニズムを改善します。 mod の開発と機能の提案に特化した trello に参加することを歓迎します。,Este mod tem um potencial enorme. É por isso que estou planejando fornecer constantemente novos recursos - como um sistema bancário completo para jogadores e clãs. Comerciante itinerante que se moverá pelo mapa e seguirá um caminho - horário de fechamento programado para o trader e claro - melhorando a mecânica do próprio trader. Você é bem-vindo para se juntar ao trello dedicado ao desenvolvimento do mod e propor recursos!,这个模组潜力巨大。 这就是为什么我计划不断提供新功能，例如为玩家和部落提供完整的银行系统。 漫游交易者将在地图上移动并遵循路径 - 为交易者安排关闭时间，当然 - 改善交易者本身的机制。 欢迎您加入致力于 mod 开发的 trello 并提出功能！,
tpm_donate_paypal,Donate,Donate,Přispějte,Spenden Sie,Пожертвовать,Wpłać,Adomány,Dona,Donar,Payer un café a Dmitri,在 PayPal 上捐款.,Kofiで寄付する.,Doe.,在 Kofi 上捐款.,
tpm_become_patreon,Become a Patreon,Become a Patreon,Staňte se Patronem,Werde Patreon.,Станьте Патреоном.,Zostań Patreonem.,Legyen Patreon.,Diventa un Patreon.,Conviértete en Patreon.,Devenez Patreon.,成為Patreon.,パトロンになる.,Torne-se um Patreon.,成为Patreon.,
tpm_found_bug,Found a Bug ? a Glitch ? Need Help ?,Found a Bug ? a Glitch ? Need Help ?,Nalezl jsi Bug ? Glitch ? Potřebuješ pomoct?,Einen Fehler gefunden. eine Panne. Brauchen Sie Hilfe.,Нашли ошибку, глюк? Нужна помощь?,Znalazłem błąd. usterka. Potrzebuję pomocy.,Talált egy hibát. egy Glitch. Kell segítség.,Trovato un bug. un problema tecnico. Ho bisogno di aiuto.,Encontré un error. una falla. Necesitas ayuda.,Trouvé un bogue. un pépin. Besoin d'aide.,發現一個錯誤. 小故障. 需要幫忙.,バグが見つかりました. グリッチ. 助けが必要.,Encontrou um bug? uma falha ? Preciso de ajuda ?,发现错误？ 失败 ？ 需要帮忙 ？,
tpm_found_bug_text,If you're a player - you can report your issue to one of your admin. As server owner - You're welcome to report any bug or glitch linked to TraderPlus ( Only for that mod ) in Trello and Dmitri's Community Discord:,If you're a player - you can report your issue to one of your admin. As server owner - You're welcome to report any bug or glitch linked to TraderPlus ( Only for that mod ) in Trello and Dmitri's Community Discord:,Pokud jste hráč - můžete svůj problém nahlásit jednomu z administrátorů. Jako vlastník serveru můžete nahlásit jakoukoli chybu nebo závadu spojenou s TraderPlus (pouze pro tento mod) v Trello a Dmitri's Community Discord:,Wenn Sie ein Spieler sind - können Sie Ihr Problem einem Ihrer Administratoren melden. Als Serverbesitzer können Sie gerne jeden Fehler oder Fehler melden - der mit TraderPlus (nur für diesen Mod) in Trello und Dmitris Community Discord verbunden ist:,Если вы игрок, вы можете сообщить о своей проблеме одному из своих администраторов. Как владелец сервера вы можете сообщить о любых ошибках или сбоях, связанных с TraderPlus (только для этого мода) в Trello и сообществе Дмитрия в Discord:,Jeśli jesteś graczem - możesz zgłosić swój problem jednemu z administratorów. Jako właściciel serwera możesz zgłaszać każdy błąd lub usterkę związaną z TraderPlus (tylko dla tego modu) w Trello and Dmitri's Community Discord:,Ha játékos vagy - jelentheted a problémádat az egyik rendszergazdádnak. Szervertulajdonosként örömmel jelenthet minden hibát vagy hibát - amely a TraderPlushoz (csak erre a modra) kapcsolódik a Trello és Dmitri közösségi diszkordiban:,Se sei un giocatore - puoi segnalare il problema a uno dei tuoi amministratori. Come proprietario del server - puoi segnalare qualsiasi bug o problema tecnico collegato a TraderPlus (solo per quella mod) in Trello e nella Community Discord di Dmitri:,Si eres un jugador - puedes informar tu problema a uno de tus administradores. Como propietario del servidor - puede informar cualquier error o falla relacionada con TraderPlus (solo para ese mod) en Trello y Dmitri's Community Discord:,Si vous êtes un joueur - vous pouvez signaler votre problème à l'un de vos administrateurs. En tant que propriétaire du serveur - vous pouvez signaler tout bug ou problème lié à TraderPlus (uniquement pour ce mod) dans Trello et le Discord communautaire de Dmitri :,如果您是玩家，您可以向您的管理員報告您的問題。 作為服務器所有者，歡迎您在 Trello 和 Dmitri 的社區 Discord 中報告與 TraderPlus（僅適用於該 mod）相關的任何錯誤或故障：,あなたがプレーヤーの場合、管理者の 1 人に問題を報告できます。 サーバーの所有者として、Trello および Dmitri のコミュニティ ディスコードで、TraderPlus (その mod のみ) にリンクされたバグや不具合を報告してください。,Se você é um jogador - pode relatar seu problema a um de seus administradores. Como proprietário do servidor - você pode relatar qualquer bug ou falha ligada ao TraderPlus (somente para aquele mod) no Trello e Dmitri's Community Discord:,如果您是玩家，您可以向您的管理员报告您的问题。 作为服务器所有者，欢迎您在 Trello 和 Dmitri 的社区 Discord 中报告与 TraderPlus（仅适用于该 mod）相关的任何错误或故障:,
tpm_thanks_donators,Thanks to All Donators and Sponsors,Thanks to All Donators and Sponsors,Děkujeme všem dárcům a sponzorům,Danke an alle Spender und Sponsoren,Спасибо всем спонсорам,Podziękowania dla wszystkich darczyńców i sponsorów,Köszönet minden adományozónak és szponzornak,Grazie a tutti i donatori e sponsor,Gracias a todos los donantes y patrocinadores,Merci à tous les donateurs et sponsors,感謝所有捐助者和讚助商,すべての寄付者とスポンサーに感謝,Obrigado a todos os doadores e patrocinadores,感谢所有捐助者和赞助商,
tpm_donators_text,donations will be updated every new update,donations will be updated every new update,dary budou aktualizovány každou novou aktualizaci,Spenden werden bei jedem neuen Update aktualisiert,пожертвования будут обновляться каждое новое обновление,darowizny będą aktualizowane przy każdej nowej aktualizacji,az adományokat minden új frissítéskor frissíteni fogjuk,le donazioni verranno aggiornate ad ogni nuovo aggiornamento,las donaciones se actualizarán cada nueva actualización,les dons seront mis à jour à chaque nouvelle mise à jour,每次更新都會更新捐款,寄付は新しい更新ごとに更新されます,as doações serão atualizadas a cada nova atualização,每次更新都会更新捐款,
STR_creditcard,Credit Card,Credit Card,Kreditní karta,Kreditkarte,Кредитная карта,Karta kredytowa,Hitelkártya,Carta di credito,Tarjeta de crédito,Carte de crédit,信用卡,クレジットカード,Cartão de crédito,信用卡,
STR_creditcard_des,Premium credit card. Can be used for all kind of transaction. Still not accepted everywhere. Provided by chubby's bank.,Premium credit card. Can be used for all kind of transaction. Still not accepted everywhere. Provided by chubby's bank.,"Prémiová kreditní karta, kterou lze použít pro všechny druhy transakcí, bohužel stále není přijímána všude. Poskytuje chubbyho banka.",Premium-Kreditkarte. Kann für alle Arten von Transaktionen verwendet werden. Wird immer noch nicht überall akzeptiert. Zur Verfügung gestellt von molliger Bank.,Премиальная кредитная карта. Может использоваться для всех видов транзакций. По-прежнему не везде принимаются. Предоставлено chubby's bank.,Karta kredytowa premium. Może być używany do wszelkiego rodzaju transakcji. Wciąż nie wszędzie akceptowany. Dostarczone przez bank chubby.,Prémium hitelkártya. Minden típusú tranzakcióhoz használható. Még mindig nem mindenhol fogadják el. Pufók bankja biztosítja.,Carta di credito premium. Può essere utilizzato per tutti i tipi di transazione. Ancora non accettato ovunque. Fornito dalla banca di Chubby.,Tarjeta de crédito premium. Se puede utilizar para todo tipo de transacciones. Todavía no es aceptado en todas partes. Proporcionado por Chubby's Bank.,Carte de crédit premium. Peut être utilisé pour tout type de transaction. Toujours pas accepté partout. Fourni par la banque de Chubby.,高級信用卡。 可用於各種交易。 仍然沒有被到處接受。 由胖胖的銀行提供。,プレミアムクレジットカード。 各種お取引にご利用いただけます。 まだどこでも受け入れられません。 ぽっちゃり銀行提供。,Cartão de crédito premium. Pode ser usado para todo tipo de transação. Ainda não é aceito em todos os lugares. Fornecido pelo banco do chubby.,高级信用卡。 可用于各种交易。 仍然没有被所有地方接受。 由胖胖的银行提供。,
STR_car_receipt,Car Receipt,Car Receipt,Potvrzení o vlastnictví auta,Autoquittung,Квитанция на автомобиль,Odbiór samochodu,Autóbevétel,Ricevuta dell'auto,Recibo de coche,Reçu de voiture,汽車收據,車の領収書,Recibo do carro,汽车收据,
STR_car_receipt_des,That receipt confirm that you own a car!,That receipt confirm that you own a car!,"Toto potvrzení potvrzuje to, že vlastníš auto!",Diese Quittung bestätigt = dass Sie ein Auto besitzen!,Эта квитанция подтверждает, что у вас есть автомобиль!,Ten paragon potwierdza = że posiadasz samochód!,Ez a nyugta megerősíti = hogy Ön autóval rendelkezik!,Quella ricevuta conferma che possiedi un'auto!,¡Ese recibo confirma que eres dueño de un auto!,Ce reçu confirme que vous possédez une voiture !,該收據確認您擁有一輛車！,その領収書は、あなたが車を所有していることを証明します。,Esse recibo confirma que você possui um carro!,该收据确认您拥有一辆车！,
STR_packing_wrench,Car Packing Wrench,Car Packing Wrench,Klíč na balení auta,Autoverpackungsschlüssel,Ключ для упаковки автомобиля,Klucz do pakowania samochodów,Autós csomagoló kulcs,Autós csomagoló kulcs,Llave de embalaje de coche,Clé d'emballage de voiture,汽車包裝扳手,車のパッキングレンチ,Chave de embalagem de carro,汽车包装扳手,
STR_packing_wrench_des,That reinforced wrench allows you to pack a car!,That reinforced wrench allows you to pack a car!,Tento vyztužený klíč ti umožní sbalit auto!,Mit diesem verstärkten Schraubenschlüssel können Sie ein Auto packen!,Этот усиленный ключ позволяет упаковать машину!,Ten wzmocniony klucz pozwala spakować samochód!,Ez a megerősített kulcs lehetővé teszi = hogy csomagoljon autót!,Quella chiave rinforzata ti permette di caricare un'auto!,¡Esa llave reforzada te permite empacar un auto!,Cette clé renforcée vous permet d'emballer une voiture !,那個加強型扳手可以讓你裝車！,その強化レンチで車を詰めることができます！,Essa chave reforçada permite que você carregue um carro!,那个加强型扳手可以让你装车！,
STR_1USD,1 USD,1 USD,1 USD,1 USD,1 USD,1 USD,1 USD,1 USD,1 USD,1 USD,1 USD,1 USD,1 USD,1 USD,
STR_2USD,2 USD,2 USD,2 USD,2 USD,2 USD,2 USD,2 USD,2 USD,2 USD,2 USD,2 USD,2 USD,2 USD,2 USD,
STR_5USD,5 USD,5 USD,5 USD,5 USD,5 USD,5 USD,5 USD,5 USD,5 USD,5 USD,5 USD,5 USD,5 USD,5 USD,
STR_10USD,10 USD,10 USD,10 USD,10 USD,10 USD,10 USD,10 USD,10 USD,10 USD,10 USD,10 USD,10 USD,10 USD,10 USD,
STR_20USD,20 USD,20 USD,20 USD,20 USD,20 USD,20 USD,20 USD,20 USD,20 USD,20 USD,20 USD,20 USD,20 USD,20 USD,
STR_50USD,50 USD,50 USD,50 USD,50 USD,50 USD,50 USD,50 USD,50 USD,50 USD,50 USD,50 USD,50 USD,50 USD,50 USD,
STR_100USD,100 USD,100 USD,100 USD,100 USD,100 USD,100 USD,100 USD,100 USD,100 USD,100 USD,100 USD,100 USD,100 USD,100 USD,
STR_5EUR,5 EUR,5 EUR,5 EUR,5 EUR,5 EUR,5 EUR,5 EUR,5 EUR,5 EUR,5 EUR,5 EUR,5 EUR,5 EUR,5 EUR,
STR_10EUR,10 EUR,10 EUR,10 EUR,10 EUR,10 EUR,10 EUR,10 EUR,10 EUR,10 EUR,10 EUR,10 EUR,10 EUR,10 EUR,10 EUR,
STR_20EUR,20 EUR,20 EUR,20 EUR,20 EUR,20 EUR,20 EUR,20 EUR,20 EUR,20 EUR,20 EUR,20 EUR,20 EUR,20 EUR,20 EUR,
STR_50EUR,50 EUR,50 EUR,50 EUR,50 EUR,50 EUR,50 EUR,50 EUR,50 EUR,50 EUR,50 EUR,50 EUR,50 EUR,50 EUR,50 EUR,
STR_100EUR,100 EUR,100 EUR,100 EUR,100 EUR,100 EUR,100 EUR,100 EUR,100 EUR,100 EUR,100 EUR,100 EUR,100 EUR,100 EUR,100 EUR,
STR_200EUR,200 EUR,200 EUR,200 EUR,200 EUR,200 EUR,200 EUR,200 EUR,200 EUR,200 EUR,200 EUR,200 EUR,200 EUR,200 EUR,200 EUR,
STR_500EUR,500 EUR,500 EUR,500 EUR,500 EUR,500 EUR,500 EUR,500 EUR,500 EUR,500 EUR,500 EUR,500 EUR,500 EUR,500 EUR,500 EUR,
STR_5RUB,5 RUB,5 RUB,5 RUB,5 RUB,5 RUB,5 RUB,5 RUB,5 RUB,5 RUB,5 RUB,5 RUB,5 RUB,5 RUB,5 RUB,
STR_10RUB,10 RUB,10 RUB,10 RUB,10 RUB,10 RUB,10 RUB,10 RUB,10 RUB,10 RUB,10 RUB,10 RUB,10 RUB,10 RUB,10 RUB,
STR_50RUB,50 RUB,50 RUB,50 RUB,50 RUB,50 RUB,50 RUB,50 RUB,50 RUB,50 RUB,50 RUB,50 RUB,50 RUB,50 RUB,50 RUB,
STR_100RUB,100 RUB,100 RUB,100 RUB,100 RUB,100 RUB,100 RUB,100 RUB,100 RUB,100 RUB,100 RUB,100 RUB,100 RUB,100 RUB,100 RUB,
STR_200RUB,200 RUB,200 RUB,200 RUB,200 RUB,200 RUB,200 RUB,200 RUB,200 RUB,200 RUB,200 RUB,200 RUB,200 RUB,200 RUB,200 RUB,
